B777-200 Operating Manual,Trevor Fenimore & Adam Gaweda
Unique nouns: 1564, Total nouns: 3966
Total time: Uncomputed,Cost per noun: Uncomputed
it,"[' \nThe airplane is larger than all other twinjet or tri-jet airplanes, yet smaller than the 747 \nand it brings the twin-engine economic advantage to medium- and long-range markets.', 'Applying schedules, time of day demands and competitive strength to a Boeing flight \nselection model, it is estimated that flying 777s instead of A340s would result in a \nrevenue advantage of $18 million per airplane (10 percent net present value) for a \ntypical airline.', 'It recently completed the longest ever non-stop flight from Hong Kong to London \ngoing the long way around clocking in at just under 23 hours non-stop!', 'It has a \nrange similar to a 747-400, but with much better economics per seat mile.', 'It received FAR33 certification (rated at 115,000 lbs of thrust) by the \nU.S. Federal Aviation Administration and the European Community’s Joint Airworthiness \nAuthorities in 2002.', 'It entered service in June 1995 with United Airlines, already \nqualified for 180-minute ETOPS (Extended-range Twin-engine Operations) — an industry \nfirst.', 'It is also the first engine to operate with approval for 207-minute ETOPS.', 'It  incorporates  a  proprietary  digital  terrain  map,  which', 'it  continuously \ncompares to airplane position data from the navigation system.', ""However, with that said it is always the pilot's responsibility to ensure \nthat there is enough legal fuel for the flight."", 'Stay on or above the glide slope at all times during approach, once you get \nbelow it, you can’t get back up it.', 'While the 777 can handle severe conditions, it is the pilot’s responsibility to \nplan effectively and safely.', 'It is recommended that all 777 pilots stay up-to-date on all international flight rule \nchanges and NAT track changes.', 'Most 777 routes are international routes and therefore \nthe 777 pilots (along with the MD-11 pilots) should be the most knowledgeable when it \ncomes to trans-oceanic and international flight planning.']",15
the twin-engine economic advantage,"[' \nThe airplane is larger than all other twinjet or tri-jet airplanes, yet smaller than the 747 \nand it brings the twin-engine economic advantage to medium- and long-range markets.']",1
medium- and long-range markets,"[' \nThe airplane is larger than all other twinjet or tri-jet airplanes, yet smaller than the 747 \nand it brings the twin-engine economic advantage to medium- and long-range markets.']",1
200lr,"['The 777 currently is available in five models: 777-200, 777-200ER (extended range), \n777-200LR (longer-range), 777-300 and the 777-300ER.', 'The 777s seat from 301 to 368 \npassengers in a three-class configuration with a range of 5,210 nautical miles (9,649 \nkm) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer \nrange) model.', 'The  777-200LR  (longer  range)  and  777-300ER  (extended  range)  airplanes  are  two \nlonger-range airplanes that Boeing has recently developed.', '   \nBoth the 777-200LR and the 777-300ER were entered into service within the past year.', 'Following an extensive technical evaluation, GE Aircraft Engines was specified by The \nBoeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all \nlonger-range 777-200LR and -300ER derivatives.']",5
300er,"['The 777 currently is available in five models: 777-200, 777-200ER (extended range), \n777-200LR (longer-range), 777-300 and the 777-300ER.', 'The  777-200LR  (longer  range)  and  777-300ER  (extended  range)  airplanes  are  two \nlonger-range airplanes that Boeing has recently developed.', '   \nBoth the 777-200LR and the 777-300ER were entered into service within the past year.', 'The 777-300ER \nis a versatile long-range aircraft with an increased capacity over the –200ER/LR.', 'Boeing 777-200ER Aircraft Operating Manual \nCertification, first delivery, and entry into service of the 777-300ER are set for 2003.']",5
five models,"['The 777 currently is available in five models: 777-200, 777-200ER (extended range), \n777-200LR (longer-range), 777-300 and the 777-300ER.']",1
"777-200, 777-200er","['The 777 currently is available in five models: 777-200, 777-200ER (extended range), \n777-200LR (longer-range), 777-300 and the 777-300ER.']",1
(extended range,"['The 777 currently is available in five models: 777-200, 777-200ER (extended range), \n777-200LR (longer-range), 777-300 and the 777-300ER.']",1
777-200lr,"['The 777 currently is available in five models: 777-200, 777-200ER (extended range), \n777-200LR (longer-range), 777-300 and the 777-300ER.']",1
(longer-range,"['The 777 currently is available in five models: 777-200, 777-200ER (extended range), \n777-200LR (longer-range), 777-300 and the 777-300ER.']",1
the 777-300er,"['The 777 currently is available in five models: 777-200, 777-200ER (extended range), \n777-200LR (longer-range), 777-300 and the 777-300ER.', '   \nBoth the 777-200LR and the 777-300ER were entered into service within the past year.', 'Boeing 777-200ER Aircraft Operating Manual \nCertification, first delivery, and entry into service of the 777-300ER are set for 2003.']",3
seat,"['The 777s seat from 301 to 368 \npassengers in a three-class configuration with a range of 5,210 nautical miles (9,649 \nkm) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer \nrange) model.', ""The 777-300 complements the existing range of \navailable 777 models with another set of mission capabilities for the world's carriers and \noffers an attractive option for progressively lower costs per seat within the 777 family."", 'It has a \nrange similar to a 747-400, but with much better economics per seat mile.', 'Turn seat belt sign to on and reset MCP altitude to lowest cleared altitude.', 'Confirm Seat Belt sign ON.', 'Seat belt sign off.', 'Seat Belt Sign           ON', 'Seat Belt Sign           OFF']",10
class,"['The 777s seat from 301 to 368 \npassengers in a three-class configuration with a range of 5,210 nautical miles (9,649 \nkm) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer \nrange) model.', 'Today the Trent 800 is available from 75,000 \nto 95,000 lb thrust with a common engine \nstandard, the widest range of any engine in \nits  class.']",2
configuration,"['The 777s seat from 301 to 368 \npassengers in a three-class configuration with a range of 5,210 nautical miles (9,649 \nkm) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer \nrange) model.', 'Its  three-shaft  configuration  and \nsecond-generation  hollow  titanium  wide-\nchord  fan  technology  also  mean  that  a', 'If fuel in center check, check cross-feed configuration for engine start and \ntake-off.']",3
mile,"['The 777s seat from 301 to 368 \npassengers in a three-class configuration with a range of 5,210 nautical miles (9,649 \nkm) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer \nrange) model.', 'It has a \nrange similar to a 747-400, but with much better economics per seat mile.', 'With a full load of fuel, the 777-200ER is capable of \nflying approximately 7,730 nautical miles.', 'As an example, for a 2000 nautical mile flight leg using the 777-200, the formula \nwould be (12,000 lbs + (2000NM * 22.0)) =']",5
km,"['The 777s seat from 301 to 368 \npassengers in a three-class configuration with a range of 5,210 nautical miles (9,649 \nkm) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer \nrange) model.']",2
the 777s seat,"['The 777s seat from 301 to 368 \npassengers in a three-class configuration with a range of 5,210 nautical miles (9,649 \nkm) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer \nrange) model.']",1
"301 to 368 
passengers","['The 777s seat from 301 to 368 \npassengers in a three-class configuration with a range of 5,210 nautical miles (9,649 \nkm) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer \nrange) model.']",1
a three-class configuration,"['The 777s seat from 301 to 368 \npassengers in a three-class configuration with a range of 5,210 nautical miles (9,649 \nkm) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer \nrange) model.']",1
a range,"['The 777s seat from 301 to 368 \npassengers in a three-class configuration with a range of 5,210 nautical miles (9,649 \nkm) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer \nrange) model.']",1
"5,210 nautical miles","['The 777s seat from 301 to 368 \npassengers in a three-class configuration with a range of 5,210 nautical miles (9,649 \nkm) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer \nrange) model.']",1
"9,649 
km","['The 777s seat from 301 to 368 \npassengers in a three-class configuration with a range of 5,210 nautical miles (9,649 \nkm) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer \nrange) model.']",1
"the 777-200 to 8,810 nautical miles","['The 777s seat from 301 to 368 \npassengers in a three-class configuration with a range of 5,210 nautical miles (9,649 \nkm) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer \nrange) model.']",1
"16,316 km","['The 777s seat from 301 to 368 \npassengers in a three-class configuration with a range of 5,210 nautical miles (9,649 \nkm) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer \nrange) model.']",1
the 777-200lr,"['The 777s seat from 301 to 368 \npassengers in a three-class configuration with a range of 5,210 nautical miles (9,649 \nkm) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer \nrange) model.']",1
