Genres_04_nouns.csv
Unique nouns: 498, Total nouns: 1271
Total time: Uncomputed,Cost per noun: Uncomputed
paper,"['Random number games may be played at a table or through the purchase of paper tickets or cards, such as keno or bingo .', ""\n\nAn early attempt at analysis of the action and adventure genres appeared in a Game Developers Conference 2000 paper 'Mostly Armless: Grabbing the 3D World'."", 'For example, Second Life uses some of the gameplay investment and interface elements described in section 4 of the paper.']",3
ticket,"['Random number games may be played at a table or through the purchase of paper tickets or cards, such as keno or bingo .']",1
bingo,"['Random number games may be played at a table or through the purchase of paper tickets or cards, such as keno or bingo .']",1
burst,"['\n\nCasual games[ edit ]\n\nCasual games are designed to be easily picked up and put down again, allowing for potentially short bursts of play, such as Call of Duty and most games on a mobile platform.']",1
play,"['\n\nCasual games[ edit ]\n\nCasual games are designed to be easily picked up and put down again, allowing for potentially short bursts of play, such as Call of Duty and most games on a mobile platform.', 'They are well suited to casual play , and tile-matching puzzle games are among the most popular casual games.']",2
call,"['\n\nCasual games[ edit ]\n\nCasual games are designed to be easily picked up and put down again, allowing for potentially short bursts of play, such as Call of Duty and most games on a mobile platform.']",1
duty,"['\n\nCasual games[ edit ]\n\nCasual games are designed to be easily picked up and put down again, allowing for potentially short bursts of play, such as Call of Duty and most games on a mobile platform.']",1
pastime,"['This genre of gaming is meant to be a short and relaxing pastime, a rest in between other occupations and so is most popular with demographics who have less free time.', '[67] They also require no long-term time commitment or special skills to play, making them easy to learn and play as a pastime.']",2
rest,"['This genre of gaming is meant to be a short and relaxing pastime, a rest in between other occupations and so is most popular with demographics who have less free time.']",1
occupation,"['This genre of gaming is meant to be a short and relaxing pastime, a rest in between other occupations and so is most popular with demographics who have less free time.']",1
demographic,"['This genre of gaming is meant to be a short and relaxing pastime, a rest in between other occupations and so is most popular with demographics who have less free time.']",1
reason,"['For this reason the games often have auto-saving and syncing as standard so the games can be minimised, put into sleep or otherwise put down with no loss to the player.']",1
auto,"['For this reason the games often have auto-saving and syncing as standard so the games can be minimised, put into sleep or otherwise put down with no loss to the player.', 'The releases of The Sims and Grand Theft Auto III in 2000 and 2001, respectively, demonstrated that games with highly detailed interacting systems that encouraged player experimentation could also be seen as sandbox games.', 'While games have used open-world designs since the 1980s, the implementation in Grand Theft Auto III (2001) set a standard that has been used since.']",3
sleep,"['For this reason the games often have auto-saving and syncing as standard so the games can be minimised, put into sleep or otherwise put down with no loss to the player.']",1
