VideoGameGenres_01_nouns.csv
Unique nouns: 721, Total nouns: 1477
Total time: Uncomputed,Cost per noun: Uncomputed
form,"['The term ""entertainment industry"" is no longer reserved for Hollywood and the movie industry because gaming is now providing one of the most immersive and awe-inspiring forms of entertainment to more than two billion people around the globe.', '\n\nGaming Equipment + Technology\n\nAdvances in technology have made it possible to game from pretty much everywhere- including your phone- which is becoming one of the most popular forms of entertainment on the planet.', '\n\nGaming Equipment + Technology\n\nConsole Gaming\n\nConsole gaming is the original (and probably most well-known) form of digital gaming.', 'Games like Fortnite, League of Legends and Minecraft have made gaming one of the most popular forms of entertainment in the world today.']",4
"the term ""entertainment industry","['The term ""entertainment industry"" is no longer reserved for Hollywood and the movie industry because gaming is now providing one of the most immersive and awe-inspiring forms of entertainment to more than two billion people around the globe.']",1
the movie industry,"['The term ""entertainment industry"" is no longer reserved for Hollywood and the movie industry because gaming is now providing one of the most immersive and awe-inspiring forms of entertainment to more than two billion people around the globe.']",1
the most immersive and awe-inspiring forms,"['The term ""entertainment industry"" is no longer reserved for Hollywood and the movie industry because gaming is now providing one of the most immersive and awe-inspiring forms of entertainment to more than two billion people around the globe.']",1
pong,"[""\n\nNobody could imagine what the gaming industry would blossom into when they were messing around with Pong joysticks in their basements and competing against their friends for the highest Pac-Man scores in the 1970s and '80s."", 'In the beginning, consoles were simple joysticks just technologically-ept enough to run simple games like Pong.']",3
joystick,"[""\n\nNobody could imagine what the gaming industry would blossom into when they were messing around with Pong joysticks in their basements and competing against their friends for the highest Pac-Man scores in the 1970s and '80s."", 'In the beginning, consoles were simple joysticks just technologically-ept enough to run simple games like Pong.']",2
basement,"[""\n\nNobody could imagine what the gaming industry would blossom into when they were messing around with Pong joysticks in their basements and competing against their friends for the highest Pac-Man scores in the 1970s and '80s.""]",1
friend,"[""\n\nNobody could imagine what the gaming industry would blossom into when they were messing around with Pong joysticks in their basements and competing against their friends for the highest Pac-Man scores in the 1970s and '80s.""]",1
pac,"[""\n\nNobody could imagine what the gaming industry would blossom into when they were messing around with Pong joysticks in their basements and competing against their friends for the highest Pac-Man scores in the 1970s and '80s.""]",1
man,"[""\n\nNobody could imagine what the gaming industry would blossom into when they were messing around with Pong joysticks in their basements and competing against their friends for the highest Pac-Man scores in the 1970s and '80s.""]",1
score,"[""\n\nNobody could imagine what the gaming industry would blossom into when they were messing around with Pong joysticks in their basements and competing against their friends for the highest Pac-Man scores in the 1970s and '80s.""]",1
1970,"[""\n\nNobody could imagine what the gaming industry would blossom into when they were messing around with Pong joysticks in their basements and competing against their friends for the highest Pac-Man scores in the 1970s and '80s.""]",1
',"[""\n\nNobody could imagine what the gaming industry would blossom into when they were messing around with Pong joysticks in their basements and competing against their friends for the highest Pac-Man scores in the 1970s and '80s.""]",2
