737_Pilot_Operating_Manual_nouns.csv
Unique nouns: 1302, Total nouns: 32999
Total time: 1946.541 sec,Cost per noun: 58.988 ms
lever,"['Levers are operated by assigning a peripheral device to the necessary axes in X-Plane (throttle, prop, mixture etc.).', ' Levers may also be operated by clicking and dragging the mouse pointer.', 'levers, located behind the. .', '(larger) thrust levers.. . . .', 'levers towards you to. .']",107
a peripheral device,"['Levers are operated by assigning a peripheral device to the necessary axes in X-Plane (throttle, prop, mixture etc.).', 'The Yoke / Stick / Joystick is operated by assigning a peripheral device to the ""roll"" and ""pitch"" axes in X-Plane.', 'The Rudder Pedals are operated by assigning a peripheral device to the ""yaw"" axis in X-Plane.']",3
the necessary axis,"['Levers are operated by assigning a peripheral device to the necessary axes in X-Plane (throttle, prop, mixture etc.).']",1
throttle,"['Levers are operated by assigning a peripheral device to the necessary axes in X-Plane (throttle, prop, mixture etc.).']",1
prop,"['Levers are operated by assigning a peripheral device to the necessary axes in X-Plane (throttle, prop, mixture etc.).']",1
some rotary dial,"['Some rotary dials are operated by positioning the mouse pointer on top of the control, and then a click and drag to the right, or to the left.']",1
top,"['Some rotary dials are operated by positioning the mouse pointer on top of the control, and then a click and drag to the right, or to the left.', 'brakes located on top of. .']",35
then a click,"['Some rotary dials are operated by positioning the mouse pointer on top of the control, and then a click and drag to the right, or to the left.']",1
the right,"['Some rotary dials are operated by positioning the mouse pointer on top of the control, and then a click and drag to the right, or to the left.', 'on the left, and AC on the right.', 'tanks, and the right engine by the right. .', 'The EADI displays the attitude of the aircraft relative to the horizon, and the altitude (above sea level) - via the scale on the right.']",110
the left,"['Some rotary dials are operated by positioning the mouse pointer on top of the control, and then a click and drag to the right, or to the left.', 'When the mouse pointer is positioned slightly to the left of such a control, a counter-clockwise arrow appears.', 'Note that you may also assign keys on your keyboard, or buttons on your external peripheral to move the rudder to the left or right, or to center the rudder.', '  The pedals activate the rudder, which is part of the tail assembly, and this ""yaws"" the aircraft to the left or right.', 'on the left, and AC on the right.', 'The Disconnect switches remove the left or right. .', 'left engine is fed by the left, and center. .', 'available air pressure in the left, and right. .', 'The isolation valve is used to isolate the left and. .', 'These work independently, and are used to control and customize the settings and information presented on the left, and right EHSI display: 36   37  . . .', 'generated by the left and. .']",304
the mouse wheel,"['The same can be accomplished using the mouse wheel - if one is present on your device.', 'By rolling the mouse wheel forwards, or backwards ii)']",2
your device,['The same can be accomplished using the mouse wheel - if one is present on your device.'],1
other rotary control,['Other rotary controls require finer precision.'],1
fine precision,['Other rotary controls require finer precision.'],1
such a control,"['When the mouse pointer is positioned slightly to the left of such a control, a counter-clockwise arrow appears.']",1
a counter-clockwise arrow,"['When the mouse pointer is positioned slightly to the left of such a control, a counter-clockwise arrow appears.']",1
counter,['This indicates that you are ready to rotate the control counter-clockwise.'],1
clockwise,['This indicates that you are ready to rotate the control counter-clockwise.'],1
a clockwise arrow,"['Correspondingly, a clockwise arrow indicates that you are ready to rotate the control clockwise.']",1
the control clockwise,"['Correspondingly, a clockwise arrow indicates that you are ready to rotate the control clockwise.']",1
the frequency,"['After positioning the mouse pointer, changing the frequency in the desired direction is accomplished in two ways: i)', 'Here, the larger rotary is used to tune the integer portion of the frequency, and the smaller rotary is used to tune the decimal portion.', 'Use the rotary controls below each of the frequency displays to change the frequency.']",4
the desire direction,"['After positioning the mouse pointer, changing the frequency in the desired direction is accomplished in two ways: i)']",1
two way,"['After positioning the mouse pointer, changing the frequency in the desired direction is accomplished in two ways: i)']",1
dragging,"['By clicking (dragging is not supported here) Radio and Navigation frequency rotary dials are grouped together as ""twin concentric knobs"".']",1
radio and navigation frequency rotary dial,"['By clicking (dragging is not supported here) Radio and Navigation frequency rotary dials are grouped together as ""twin concentric knobs"".']",1
twin concentric knob,"['By clicking (dragging is not supported here) Radio and Navigation frequency rotary dials are grouped together as ""twin concentric knobs"".']",1
the large rotary,"['Here, the larger rotary is used to tune the integer portion of the frequency, and the smaller rotary is used to tune the decimal portion.']",1
the integer portion,"['Here, the larger rotary is used to tune the integer portion of the frequency, and the smaller rotary is used to tune the decimal portion.']",1
the small rotary,"['Here, the larger rotary is used to tune the integer portion of the frequency, and the smaller rotary is used to tune the decimal portion.']",1
the decimal portion,"['Here, the larger rotary is used to tune the integer portion of the frequency, and the smaller rotary is used to tune the decimal portion.']",1
the same technique,"['Each works independently, using the same technique, as described above.']",1
