737_Pilot_Operating_Manual_nouns.csv
Unique nouns: 1451,Total nouns: 2296
Total time: 14.537 sec,Cost per noun: 6.332 ms
cdu ) pilot's primary instrument panel,"[""Control Display Unit (CDU) Pilot's Primary Instrument Panel Thrust Lever Quadrant and Center Console 9 Co-Pilot's Primary Instrument Panel Pilot's EFIS (Electronic Flight Instrument System)""]",1
lever quadrant,"[""Control Display Unit (CDU) Pilot's Primary Instrument Panel Thrust Lever Quadrant and Center Console 9 Co-Pilot's Primary Instrument Panel Pilot's EFIS (Electronic Flight Instrument System)""]",1
console,"[""Control Display Unit (CDU) Pilot's Primary Instrument Panel Thrust Lever Quadrant and Center Console 9 Co-Pilot's Primary Instrument Panel Pilot's EFIS (Electronic Flight Instrument System)""]",1
9 co,"[""Control Display Unit (CDU) Pilot's Primary Instrument Panel Thrust Lever Quadrant and Center Console 9 Co-Pilot's Primary Instrument Panel Pilot's EFIS (Electronic Flight Instrument System)""]",1
pilot's primary instrument panel pilot,"[""Control Display Unit (CDU) Pilot's Primary Instrument Panel Thrust Lever Quadrant and Center Console 9 Co-Pilot's Primary Instrument Panel Pilot's EFIS (Electronic Flight Instrument System)""]",1
efis electronic flight instrument system,"[""Control Display Unit (CDU) Pilot's Primary Instrument Panel Thrust Lever Quadrant and Center Console 9 Co-Pilot's Primary Instrument Panel Pilot's EFIS (Electronic Flight Instrument System)""]",1
control panel engine instrument panel/autopilot panel co,"[""Control Panel Engine Instrument Panel / Autopilot Panel Co-Pilot's EFIS (Electronic Flight Instrument System)""]",1
pilot's efis electronic flight instrument system,"[""Control Panel Engine Instrument Panel / Autopilot Panel Co-Pilot's EFIS (Electronic Flight Instrument System)""]",1
10 pilot's left glance view,"[""Control Panel 10 Pilot's Left Glance View Overhead Panel Co-Pilot's Right Glance View 11 Operating the controls""]",1
co,"[""Control Panel 10 Pilot's Left Glance View Overhead Panel Co-Pilot's Right Glance View 11 Operating the controls""]",1
pilot's right glance view,"[""Control Panel 10 Pilot's Left Glance View Overhead Panel Co-Pilot's Right Glance View 11 Operating the controls""]",1
this section,"['This section covers the basics techniques for the operation of the controls that you will encounter in the cockpit of an X-Plane aircraft.', 'After the guard has been opened, the switch may be operated like a toggle and rocker switch (see earlier in this section).', 'Assigning peripheral devices This section of the manual deals with an ""ideal"" scenario, in terms of the assignment of external computer peripherals to operate the X-Plane B737-800 with the highest degree of realism.', 'In this section of the manual, the cockpit will be broken down into distinct functional areas, and the controls that are featured in those areas will be identified and described.']",4
the basic technique,['This section covers the basics techniques for the operation of the controls that you will encounter in the cockpit of an X-Plane aircraft.'],1
the operation,"['This section covers the basics techniques for the operation of the controls that you will encounter in the cockpit of an X-Plane aircraft.', 'Click the mouse button to complete the operation.']",2
an x-plane aircraft,['This section covers the basics techniques for the operation of the controls that you will encounter in the cockpit of an X-Plane aircraft.'],1
control manipulator,['Control manipulators are consistent across all X-Plane 11 aircraft.'],1
all x-plane 11 aircraft,['Control manipulators are consistent across all X-Plane 11 aircraft.'],1
the specific illustration,"['However, the specific ILLUSTRATIONS in THIS chapter may differ from YOUR aircraft.']",1
this chapter,"['However, the specific ILLUSTRATIONS in THIS chapter may differ from YOUR aircraft.']",1
your aircraft,"['However, the specific ILLUSTRATIONS in THIS chapter may differ from YOUR aircraft.']",1
toggle and rocker switch,['Toggle and Rocker switches are operated with a single click of the mouse.'],1
a single click,['Toggle and Rocker switches are operated with a single click of the mouse.'],1
the mouse,"['Toggle and Rocker switches are operated with a single click of the mouse.', '12  Push buttons are operated by pointing and clicking with the mouse.']",2
the mouse pointer,"['Place the mouse pointer slightly above, or below, the center point of the switch, depending on the direction you intend to move it.', 'Levers may also be operated by clicking and dragging the mouse pointer.', 'Some rotary dials are operated by positioning the mouse pointer on top of the control, and then a click and drag to the right, or to the left.', 'When the mouse pointer is positioned slightly to the left of such a control, a counter-clockwise arrow appears.', 'After positioning the mouse pointer, changing the frequency in the desired direction is accomplished in two ways: i)', 'Do this by positioning the mouse pointer over the switch until the two vertical white arrows are displayed.']",6
the center point,"['Place the mouse pointer slightly above, or below, the center point of the switch, depending on the direction you intend to move it.']",1
the direction,"['Place the mouse pointer slightly above, or below, the center point of the switch, depending on the direction you intend to move it.']",1
a small white arrow,['A small white arrow is displayed to confirm the intended direction.'],1
